business_id,name,categories,business_id_str,Restaurants,Food,Shopping,Nightlife,Beauty & Spas,Bars,Home Services,Local Services,Health & Medical,Sandwiches,Coffee & Tea,Event Planning & Services,Pizza,American (New),Breakfast & Brunch,Automotive,American (Traditional),Active Life,Arts & Entertainment,Fashion,Hair Salons,Italian,Specialty Food,Chinese,Nail Salons
7584,J Sushi,"['Seafood', 'Restaurants', 'Sushi Bars', 'Japanese']",WYYdQDjx-DsCanlP0DpImQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Elegance African Hair Braiding,"['Beauty & Spas', 'Hair Stylists', 'Hair Extensions', 'Hair Salons']",07JLsUInZr5OSiYH2XVi4g,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3758,Giant Food Stores,"['Grocery', 'Food']",FTFtoylMzkrzqNVSl-bkKw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5705,Wendy's,"['Burgers', 'Restaurants', 'Fast Food']",O1oZpbZNDMH_gz8DhsZCdA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,ReAnimator Coffee,"['Food', 'Coffee & Tea']",2dlQX5sP9X6Dlm1MmNOlSw,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,Zakian Rug Cleaning,"['Carpet Cleaning', 'Rugs', 'Shopping', 'Flooring', 'Local Services', 'Home Cleaning', 'Carpeting', 'Home & Garden', 'Home Services']",ONUZertKOOImiyQG66Z7Tg,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8910,Red Hook Coffee & Tea,"['Restaurants', 'Breakfast & Brunch', 'Vegan', 'Bagels', 'Food', 'Coffee & Tea']",bTve2mwLk5Zc01vRKqc2KQ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3252,King of Jewelers,"['Shopping', 'Jewelry']",D9Xez9uOSM4DgSjSTywq7w,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5444,Watson Adventures Scavenger Hunts,"['Local Flavor', 'Team Building Activities', 'Active Life', 'Arts & Entertainment', 'Event Planning & Services', 'Walking Tours', 'Scavenger Hunts', 'Museums', 'Hotels & Travel', 'Tours']",MyE_zdul_JO-dOHOug4GQQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
8994,Shanghai Station,"['Shanghainese', 'Restaurants', 'Sushi Bars', 'Szechuan', 'Sports Bars', 'Lounges', 'Asian Fusion', 'Thai', 'Karaoke', 'Chinese', 'Nightlife', 'Bars']",bqmX882_6AxVA_uHEQ70sQ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10741,CVS Pharmacy,"['Drugstores', 'Pharmacy', 'Health & Medical', 'Convenience Stores', 'Food', 'Shopping']",jL_NufxqXi-BpW5uXKsPwQ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,City Fitness - Northern Liberties,"['Active Life', 'Fitness & Instruction', 'Trainers', 'Gyms']",Tm3QiAVLJAR2fEJK7APPPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11617,Baltic Bakery,"['Food', 'Bakeries', 'Restaurants']",n8ecak12IF_jhnPNs37AZA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8463,Brown Sugar Bakery & Cafe,"['Cupcakes', 'Caribbean', 'Restaurants', 'Trinidadian', 'Food', 'Bakeries', 'Cafes']",_T0cPZE2ZJOTTlYYKMP64Q,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7380,Jon's Bar & Grille,"['Tex-Mex', 'Restaurants', 'American (Traditional)', 'Nightlife', 'Bars']",VbItL6RDULtnw4YvB6EhVg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1754,Center City Emergency Dentist,"['Orthodontists', 'Health & Medical', 'Oral Surgeons', 'General Dentistry', 'Dentists', 'Cosmetic Dentists']",6bFx8j2KqPfmT0XEUS1RMg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,Wissahickon Cyclery,"['Bike Rentals', 'Active Life', 'Bikes', 'Shopping', 'Sporting Goods']",G2Byuh4EVeSnqqWBWtD7rg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13400,Best Tours,"['Tours', 'Walking Tours', 'Hotels & Travel', 'Food Tours']",usv5G5cO314pPHRTGq2Eyw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,Aloft Philadelphia Airport,"['Event Planning & Services', 'Hotels & Travel', 'Hotels', 'Venues & Event Spaces']",6I_DA3uqOox50rBvjrQ_-g,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9522,Federal Donuts,"['Sandwiches', 'Chicken Wings', 'Restaurants', 'Donuts', 'Food']",e8pMCk4bE0U4qk7z59Lxkg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,Baum's Dancewear,"['Arts & Crafts', 'Sports Wear', 'Costumes', 'Performing Arts', 'Adult', 'Shopping', 'Sporting Goods', 'Arts & Entertainment', 'Fashion']",IAj1Lw3FAOY-yZn4IO7ElQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8666,Chinatown Market Shoe Repair And Tailor,"['Shoe Repair', 'Sewing & Alterations', 'Local Services']",aNLr1j_3CZ46rqiUeLaQ-A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14250,Guess - Walnut Street,"[""Men's Clothing"", ""Women's Clothing"", ""Children's Clothing"", 'Fashion', 'Shopping', 'Accessories']",yZP6Z8sbDpkeXyjNMDiyDg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10976,Bustleton Radiology Associates,"['Radiologists', 'Doctors', 'Health & Medical']",kR4tXc1fLeR2QNu8cMZrEg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7239,Fusion Pizza & Grill,"['Ethnic Food', 'Specialty Food', 'Restaurants', 'Food', 'Pizza']",V-96iACFgPmVjjKACGxd7Q,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
276,Acadia,"['Restaurants', 'Cajun/Creole', 'Southern', 'Nightlife', 'Cocktail Bars', 'Breakfast & Brunch', 'Seafood', 'Bars']",0CEUpFtaKhxbmrbSdP9MUQ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4342,Marino's Auto Repair,"['Auto Repair', 'Automotive']",I0gSLthWBsiUPzBft_CZ9Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14295,Mazzoni Center,"['Local Services', 'Community Service/Non-Profit', 'Health & Medical', 'Doctors', 'Family Practice', 'Medical Centers', 'Counseling & Mental Health']",yooufdsf3eAVq_9RQNSDJA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,Crown Fried Chicken,"['Restaurants', 'Fast Food']",GVqXNt0HKJLpciN9ePxnWw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9302,The Love,"['Restaurants', 'American (New)', 'Breakfast & Brunch', 'Burgers']",dChRGpit9fM_kZK5pafNyA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9085,Philly Homebrew Outlet East,"['Shopping', 'Food', 'Arts & Entertainment', 'Wholesale Stores', 'Brewing Supplies', 'Beer', 'Wine & Spirits', 'Wineries']",cDekcTE1qwpz8ROlYixhqg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10066,Gotham Escape Room,"['Active Life', 'Escape Games']",gVh26yEPkXSoWbhs1p2kNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6254,Jong Ka Jib,"['Korean', 'Restaurants']",QWqKTWQ2OiDgo3dzNkpung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9552,Paddy Whacks Irish Sports Pub - South Street,"['Bars', 'Nightlife', 'Pubs']",eJ77e9lGxY3ArzaoDbHhYw,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Look Hair Care Studio,"['Shopping', 'Hair Salons', 'Professional Services', 'Beauty & Spas', 'Cosmetics & Beauty Supply']",2M4pYfuivdluXyBOP7IDQw,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10565,Marcie Blaine,"['Desserts', 'Specialty Food', 'Food', 'Chocolatiers & Shops']",i_cFU5_dQexbjJA9rmf_WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13039,Damaso Painting,"['Carpenters', 'Pressure Washers', 'Wallpapering', 'Home Services', 'Painters']",tUl_Lq8dM3T-NnM-u3szSg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,The Twisted Tail,"['Event Planning & Services', 'Whiskey Bars', 'American (New)', 'American (Traditional)', 'Venues & Event Spaces', 'Bars', 'Nightlife', 'Restaurants']",7mpYTDb24SywNMRn3yeakQ,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
9335,Draino,"['Plumbing', 'Home Services']",dK_qONtd5z73i6fQ1BTrTA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13958,Phone Repair Philly - Center City,"['Shopping', 'Electronics Repair', 'Local Services', 'IT Services & Computer Repair', 'Mobile Phone Repair', 'Mobile Phone Accessories', 'Mobile Phones']",xDEee0p41GueCDN0EAp-YA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12005,Element Granite & Quartz,"['Building Supplies', 'Shopping', 'Home & Garden', 'Home Decor', 'Home Services', 'Kitchen & Bath']",oy-n3wkXeK6NPPKf3uRDTQ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Temple University Hospital ,"['Hospitals', 'Health & Medical', 'Optometrists']",0WIlsDUUFuUKcDfJPaHRkA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,Bistro St. Tropez,"['Restaurants', 'French']",5iuo1kvv0XZMS0bUOoLz2Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8941,NY Bagel Cafe & Deli,"['Restaurants', 'Food', 'Bagels', 'Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches', 'Delis', 'American (New)']",bchZXVE4feVx4Q5rhIRCGg,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
14236,Silvio Hair Styling For Men,"['Barbers', 'Beauty & Spas']",yUEeh9nwaycI6fKLruD_rQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11727,Mumbai Bistro,"['Indian', 'Restaurants']",ngvE1G9IckUO-ljZBFo23w,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,Whetstone Tavern,"['Restaurants', 'Cocktail Bars', 'American (New)', 'Desserts', 'American (Traditional)', 'Nightlife', 'Bars', 'Food']",46_2e1hnQ4csLrYnhn6bkw,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6841,Chick-fil-A,"['Event Planning & Services', 'American (Traditional)', 'Restaurants', 'Food', 'Caterers', 'Fast Food', 'Chicken Shop', 'Breakfast & Brunch']",TGfPJHImEq6AQL9a1laxlg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
3066,Checkers,"['Restaurants', 'Fast Food', 'Burgers']",CPgWuWGZ4v2sZr5_-1kluw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10148,4th Street Nails,"['Beauty & Spas', 'Nail Salons']",gu2-TPPdyQyHl2CnPb7Xjg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7271,NY Bagel & Deli Shop,"['Bagels', 'Food', 'Breakfast & Brunch', 'Coffee & Tea', 'Restaurants', 'Burgers', 'Delis']",VCkSUsdL5P0p16DAPxVROA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5915,Philadelphia Room Escape,"['Active Life', 'Event Planning & Services', 'Escape Games', 'Challenge Courses', 'Team Building Activities']",Oy7rU9H76PN1hsDU9EUt5g,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6034,Cafe Victoria's,"['Food', 'Cafes', 'Restaurants', 'Coffee & Tea', 'Breakfast & Brunch']",PW5eZM5RAQEhy3wgovChhQ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14030,University Crossings,"['Apartments', 'University Housing', 'Home Services', 'Real Estate', 'Property Management']",xY0jpu0zzGEBr-bGBdPs-w,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14193,KFC,"['Restaurants', 'Chicken Shop', 'Fast Food', 'Chicken Wings']",yFqq66GxRjnhZXPgjA6hnw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12626,"Historic Philadelphia, Inc","['Hotels & Travel', 'Tours']",rh3C_JK4NAoUJ-HNStvHtw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13975,Kaiserman JCC,"['Preschools', 'Recreation Centers', 'Education', 'Gyms', 'Community Centers', 'Day Camps', 'Fitness & Instruction', 'Local Services', 'Active Life', 'Public Services & Government', 'Child Care & Day Care', 'Summer Camps']",xHspDrdyq1g27yRDezB5yA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13765,The Collins Apartments,"['Real Estate', 'Home Services', 'Apartments']",wR8V8u3_wv-yjR-CIHyY0Q,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10935,The Royal Indian Cuisine,"['Restaurants', 'Indian']",kGjpBqAqG4mIuFSgU2KKEA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10952,McDonald's,"['Restaurants', 'Fast Food', 'Food', 'Coffee & Tea', 'Burgers']",kLSEk3qXY1KdtFjxHJ9pww,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11023,The Irish Times,"['Nightlife', 'Bars', 'Beer', 'Wine & Spirits', 'Pubs', 'Irish', 'Food', 'Restaurants']",kfGz2E7Y5FLXJyiKbQYfZg,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,Pacifico Hyundai,"['Car Dealers', 'Auto Parts & Supplies', 'Auto Repair', 'Hotels & Travel', 'Automotive', 'Car Rental']",5bCsL-Z3QnuBmJQtIt8qyw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6059,24,"['Italian', 'Bars', 'Restaurants', 'Nightlife', 'Wine Bars', 'Breakfast & Brunch']",PdMXmOWDRHICAx6SLgu1dQ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13422,Holiday Nail Salon,"['Nail Salons', 'Beauty & Spas']",uzpiSVy6DTQBNByAhT0Z2Q,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1311,Richard Kenneth Jewelers,"['Shopping', 'Jewelry', 'Watches', 'Antiques']",4mKAD2m2ek-z51ZPqL6-aw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,Global Appliance Parts,"['Shopping', 'Home & Garden', 'Appliances']",HQolH8hSvmK8mhZc0bYVRw,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13436,reYOU massage,"['Massage', 'Health & Medical', 'Beauty & Spas', 'Medical Spas']",v2UmYZ1rPT48IroaD0xZAQ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14383,CVS Optical,"['Shopping', 'Food', 'Health & Medical', 'Pharmacy', 'Convenience Stores', 'Drugstores']",z7sp6u5JnNlq2ziu31EFvw,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4724,Cedar Park Cafe,"['Diners', 'Restaurants', 'Sandwiches', 'Breakfast & Brunch', 'Vegetarian']",JomDoQafikclSVVCPkWjnA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3678,Edible Arrangements,"['Flowers & Gifts', 'Specialty Food', 'Shopping', 'Food', 'Florists', 'Gift Shops', 'Chocolatiers & Shops']",F6hASqb_Z5ASXz0-pZFlfA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5208,Foot Locker,"['Fashion', ""Men's Clothing"", 'Shopping', 'Shoe Stores', 'Sporting Goods', 'Sports Wear']",LvFmVnPSbi0lmgpcK_qw-Q,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11069,The Coventry Deli,"['Restaurants', 'Delis', 'Salad', 'Sandwiches']",kq5Ghhh14r-eCxlVmlyd8w,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5361,Sean Thorntons Public House,"['Food', 'Nightlife', 'Restaurants', 'Irish Pub', 'Bars', 'Irish', 'Pubs', 'Beer', 'Wine & Spirits', 'Event Planning & Services', 'Gastropubs', 'Caterers']",MYoRNLb5chwjQe3c_k37Gg,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12103,Morton's The Steakhouse,"['Steakhouses', 'Restaurants', 'Nightlife', 'Seafood', 'Bars', 'American (Traditional)']",pP4q0Mym-qt20nRqTKbzhQ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14564,Nancy Le Nails,"['Nail Salons', 'Beauty & Spas']",zyge4T5eSiPHq1-IaJb_Qg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6088,Aicha African Hair Braiding,"['Beauty & Spas', 'Hair Salons', 'Cosmetics & Beauty Supply', 'Hair Stylists', 'Hair Extensions', 'Shopping']",PkaxfjwdWKL02xkK2UGxNw,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6836,More Than Old,"['Home & Garden', 'Shopping', 'Furniture Stores', 'Antiques', 'Home Decor']",TF4IyHKK05m5rXENCK94nA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,4J Laundromat,"['Laundromat', 'Local Services', 'Laundry Services']",73vXXe4MbpHhq_2_uiHIrQ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,Caring Hands Veterinary Clinic,"['Veterinarians', 'Pets']",Htnv87XCc9GXuE6hKEHnNg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14133,Flambo Caribbean Restaurant,"['Trinidadian', 'Caribbean', 'Restaurants', 'Seafood']",y1HgVnt4K5owmYXC5yXLGg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13936,Debbie's Pet Sitting,"['Dog Walkers', 'Pet Services', 'Health & Medical', 'Reiki', 'Pet Sitting', 'Pets']",x7R0FReViemWjQO581WI5A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6566,Wawa,"['Delis', 'Gas Stations', 'Food', 'Convenience Stores', 'Restaurants', 'Automotive', 'Coffee & Tea', 'Sandwiches']",RrqRin8BYGrTlJbCDwtLzA,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4486,Cosi,"['Sandwiches', 'Vegetarian', 'Pizza', 'Food', 'Coffee & Tea', 'Delis', 'Restaurants', 'American (New)']",IgNDlyLERBwFGphgcC5VDQ,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6968,James Brown Hair,"['Waxing', 'Hair Removal', 'Beauty & Spas', 'Hair Salons']",Tr1K019SoddjZegRv7vy2w,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6771,willow + june hair,"['Beauty & Spas', 'Hair Extensions', 'Makeup Artists', 'Hair Salons']",SvcWlFeXbSNkENnZfWYgEQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
324,Beneficial Bank,"['Banks & Credit Unions', 'Financial Services']",0QmgzzPVNHeNL76B8rwTKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12756,Plume Salon,"['Waxing', 'Beauty & Spas', 'Eyelash Service', 'Used', 'Vintage & Consignment', 'Hair Salons', 'Hair Removal', 'Makeup Artists', 'Shopping', 'Fashion']",sDOxVq8gQBpHFYtoxwoLWw,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6096,L Priori Jewelry,"['Shopping', 'Jewelry']",PmASdGXX3XVokN2q92JIXg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,"East Falls Chiropractic: Zachary Dillow, D.C","['Gastroenterologist', 'Chiropractors', 'Nutritionists', 'Doctors', 'Health & Medical']",EraDGJAHjf5IaA9VBGepfg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,Naoki Ramen,"['Ramen', 'Restaurants', 'Japanese']",L_sXNadtVHjxMw7Yhvkj9Q,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4419,House of Beauty,"['Cosmetics & Beauty Supply', 'Beauty & Spas', 'Shopping', 'Hair Extensions', 'Wigs', 'Skin Care', 'Hair Salons']",IOroNIZhOtGM9nWMT3PaNA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4314,Minas Pizza,"['Restaurants', 'Pizza']",HuDNHqKv9n1mWpe4BqCnwA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
